0.8888888888888888;123.0;65.0
0.8888888888888888;118.0;30.0
0.8888888888888888;62.0;39.0
0.8666666666666667;127.0;70.0
0.8666666666666667;121.0;68.0
0.8666666666666667;119.0;37.0
0.8666666666666667;113.0;70.0
0.8666666666666667;111.0;31.0
0.8666666666666667;110.0;34.0
0.8666666666666667;106.0;62.0
0.8666666666666667;106.0;49.0
0.8666666666666667;104.0;35.0
0.8666666666666667;98.0;53.0
0.8666666666666667;98.0;49.0
0.8666666666666667;98.0;41.0
0.8666666666666667;90.0;56.0
0.8666666666666667;85.0;49.0
0.8666666666666667;81.0;66.0
0.8666666666666667;80.0;54.0
0.8666666666666667;66.0;70.0
0.8666666666666667;65.0;59.0
0.8666666666666667;59.0;50.0
0.8444444444444444;130.0;66.0
0.8444444444444444;129.0;65.0
0.8444444444444444;129.0;60.0
0.8444444444444444;129.0;40.0
0.8444444444444444;128.0;60.0
0.8444444444444444;128.0;39.0
0.8444444444444444;127.0;37.0
0.8444444444444444;125.0;67.0
0.8444444444444444;125.0;66.0
0.8444444444444444;125.0;59.0
0.8444444444444444;123.0;34.0
0.8444444444444444;122.0;69.0
0.8444444444444444;122.0;69.0
0.8444444444444444;121.0;59.0
0.8444444444444444;120.0;59.0
0.8444444444444444;119.0;43.0
0.8444444444444444;118.0;66.0
0.8444444444444444;118.0;39.0
0.8444444444444444;117.0;63.0
0.8444444444444444;117.0;48.0
0.8444444444444444;116.0;44.0
0.8444444444444444;115.0;39.0
0.8444444444444444;114.0;59.0
0.8444444444444444;113.0;44.0
0.8444444444444444;112.0;66.0
0.8444444444444444;112.0;66.0
0.8444444444444444;111.0;28.0
0.8444444444444444;110.0;66.0
0.8444444444444444;109.0;36.0
0.8444444444444444;106.0;56.0
0.8444444444444444;105.0;50.0
0.8444444444444444;105.0;43.0
0.8444444444444444;103.0;52.0
0.8444444444444444;103.0;31.0
0.8444444444444444;100.0;57.0
0.8444444444444444;96.0;53.0
0.8444444444444444;96.0;42.0
0.8444444444444444;94.0;53.0
0.8444444444444444;92.0;66.0
0.8444444444444444;91.0;69.0
0.8444444444444444;91.0;62.0
0.8444444444444444;90.0;69.0
0.8444444444444444;90.0;61.0
0.8444444444444444;86.0;69.0
0.8444444444444444;85.0;63.0
0.8444444444444444;84.0;59.0
0.8444444444444444;83.0;64.0
0.8444444444444444;82.0;66.0
0.8444444444444444;78.0;57.0
0.8444444444444444;77.0;63.0
0.8444444444444444;76.0;66.0
0.8444444444444444;76.0;63.0
0.8444444444444444;76.0;52.0
0.8444444444444444;75.0;48.0
0.8444444444444444;70.0;70.0
0.8222222222222222;128.0;45.0
0.8222222222222222;127.0;60.0
0.8222222222222222;123.0;43.0
0.8222222222222222;120.0;33.0
0.8222222222222222;119.0;44.0
0.8222222222222222;118.0;47.0
0.8222222222222222;110.0;33.0
0.8222222222222222;108.0;49.0
0.8222222222222222;108.0;48.0
0.8222222222222222;108.0;47.0
0.8222222222222222;108.0;30.0
0.8222222222222222;108.0;30.0
0.8222222222222222;105.0;23.0
0.8222222222222222;103.0;55.0
0.8222222222222222;102.0;60.0
0.8222222222222222;101.0;19.0
0.8222222222222222;99.0;47.0
0.8222222222222222;98.0;59.0
0.8222222222222222;98.0;55.0
0.8222222222222222;97.0;35.0
0.8222222222222222;92.0;69.0
0.8222222222222222;91.0;47.0
0.8222222222222222;88.0;60.0
0.8222222222222222;87.0;60.0
0.8222222222222222;85.0;64.0
0.8222222222222222;83.0;64.0
0.8222222222222222;83.0;47.0
0.8222222222222222;82.0;68.0
0.8222222222222222;80.0;63.0
0.8222222222222222;80.0;26.0
0.8222222222222222;79.0;67.0
0.8222222222222222;77.0;57.0
0.8222222222222222;76.0;46.0
0.8222222222222222;73.0;66.0
0.8222222222222222;73.0;50.0
0.8222222222222222;72.0;68.0
0.8222222222222222;72.0;63.0
0.8222222222222222;71.0;70.0
0.8222222222222222;67.0;46.0
0.8222222222222222;61.0;50.0
0.8222222222222222;60.0;60.0
0.8222222222222222;55.0;65.0
0.8222222222222222;55.0;62.0
0.8222222222222222;55.0;31.0
0.8222222222222222;52.0;68.0
0.8222222222222222;52.0;67.0
0.8222222222222222;48.0;69.0
0.8222222222222222;48.0;56.0
0.8222222222222222;48.0;50.0
0.8222222222222222;47.0;13.0
0.8222222222222222;41.0;64.0
0.8;127.0;40.0
0.8;126.0;34.0
0.8;125.0;65.0
0.8;124.0;38.0
0.8;124.0;31.0
0.8;123.0;16.0
0.8;122.0;12.0
0.8;121.0;31.0
0.8;121.0;13.0
0.8;118.0;49.0
0.8;118.0;35.0
0.8;118.0;21.0
0.8;117.0;41.0
0.8;116.0;54.0
0.8;116.0;20.0
0.8;114.0;20.0
0.8;112.0;16.0
0.8;110.0;60.0
0.8;110.0;37.0
0.8;110.0;33.0
0.8;109.0;40.0
0.8;108.0;45.0
0.8;107.0;44.0
0.8;105.0;39.0
0.8;104.0;46.0
0.8;104.0;34.0
0.8;104.0;18.0
0.8;103.0;54.0
0.8;103.0;51.0
0.8;103.0;21.0
0.8;103.0;17.0
0.8;101.0;58.0
0.8;101.0;51.0
0.8;101.0;35.0
0.8;99.0;60.0
0.8;99.0;58.0
0.8;98.0;30.0
0.8;98.0;24.0
0.8;97.0;60.0
0.8;97.0;41.0
0.8;96.0;50.0
0.8;96.0;39.0
0.8;96.0;21.0
0.8;95.0;43.0
0.8;93.0;56.0
0.8;93.0;40.0
0.8;92.0;37.0
0.8;91.0;54.0
0.8;91.0;41.0
0.8;90.0;27.0
0.8;89.0;42.0
0.8;87.0;50.0
0.8;84.0;51.0
0.8;84.0;29.0
0.8;82.0;58.0
0.8;82.0;57.0
0.8;82.0;48.0
0.8;80.0;62.0
0.8;77.0;30.0
0.8;76.0;45.0
0.8;76.0;28.0
0.8;74.0;58.0
0.8;73.0;40.0
0.8;72.0;47.0
0.8;72.0;24.0
